intent_and_text
"wrong amount of cash received,I asked for more cash than what was received"
"wrong amount of cash received,Why can't I take $100 out"
"wrong amount of cash received,I requested $100 but only got $20"
"wrong amount of cash received,I took out cash from the ATM, but something must have went wrong, My account shows the correct amount of cash I took out, but the ATM didn't give me that amount. How do I get my money back?"
"wrong amount of cash received,I tried withdrawing but my cash is not showing up?"
"wrong amount of cash received,I was not able to receive the correct amount of cash."
"wrong amount of cash received,I didn't receive the correct amount of cash"
"wrong amount of cash received,I did not get enough cash"
"wrong amount of cash received,I tried to withdraw some money from an ATM this morning but wasn't able to get the amount of cash I needed. The amount in the app says what I was trying to withdraw was deducted, but I don't have any money. What do I do about this?"
"wrong amount of cash received,The ATM is showing it gave me the money I requested but I didn't get that amount."
"wrong amount of cash received,The correct amount of cash was not received."
"wrong amount of cash received,I am so angry right now!  I went to the ATM and did not get the correct amount of money I chose to withdraw.  How could this happen?  I need my money and want to know how I can get it ASAP!"
"wrong amount of cash received,I was given the wrong amount of cash"
"wrong amount of cash received,The atm didn't give me all my cash"
"wrong amount of cash received,Why did I not get all the money that I asked for? I asked for all the cash in my my account, but I only got about half. Why is that??"
"wrong amount of cash received,I did not ask for the amount of cash that I received."
"wrong amount of cash received,Got only $20 when I tried to withdraw $100."
"wrong amount of cash received,The app is showing that I received alot more money than I actually received from the ATM. This occurred earlier today."
"wrong amount of cash received,The ATM gave me less cash than requested"
"wrong amount of cash received,Why didn't I receive all the cash I requested?"
"wrong amount of cash received,I tried to withdraw 40 pounds but only 20 came out. Did you steal my money?"
"wrong amount of cash received,Yikes!  I didn't get the amount of money that I requested.  What do I do now?"
"wrong amount of cash received,How can I request cash back? The ATM just gave me a different amount than what I've been charged though..."
"wrong amount of cash received,I selected to withdrawal 30 pounds but only received 10. I'm still standing in front of the ATM. The app shows i took out 30 pounds also. How do i fix this?"
"wrong amount of cash received,My cash received does not match what has been requested"
"wrong amount of cash received,I was not given the amount of cash I withdrew"
"wrong amount of cash received,I was not distributed all of cash that I requested"
"wrong amount of cash received,The machine gave me the wrong amount of cash."
"wrong amount of cash received,I asked for a certain amount of money from the ATM, but it gave me a different amount. Less than what I asked for."
"wrong amount of cash received,I asked for $40 and I only received $20, what happened?"
"wrong amount of cash received,Why didn't I get the amount I requested at the ATM?"
"wrong amount of cash received,The ATM didn't give me enough money! I asked for more than it gave. What do I do?"
"wrong amount of cash received,I received the wrong amount of cash."
"wrong amount of cash received,I haven't received my cash yet."
"wrong amount of cash received,I did not get all the cash at ATM."
"wrong amount of cash received,If the ATM only gave me 10 pounds instead of the 30 I requested, what do I do?"
"wrong amount of cash received,Earlier today I took money out the ATM. After checking the app the amount is so much higher than the amount I received."
"wrong amount of cash received,Why did I get less cash than what I asked in the ATM?"
"wrong amount of cash received,My cash withdrawal was short."
"wrong amount of cash received,I was not distributed the correct amount of cash that I asked for"
"wrong amount of cash received,The ATM shows a withdraw of the amount of money I requested but I didn't revieve that amount in cash."
"wrong amount of cash received,When I went to $100, all the machine would give me was $20."
"wrong amount of cash received,What happens if the ATM gives me the wrong amount of money?"
"wrong amount of cash received,i did not get any money but still was charged"
"wrong amount of cash received,You shorted me money when I tried to make a withdrawal."
"wrong amount of cash received,i asked for 100 only got 80"
"wrong amount of cash received,I got some cash at an ATM earlier, but now app is showing that I withdrew more than I did.  Help!"
"wrong amount of cash received,Cash withdrawal was incorrect at ATM."
"wrong amount of cash received,I withdrew money from an ATM today, and now my account is showing a different amount than what I withdrew. I checked the amount the ATM gave me, and it looks like it gave me the wrong amount of money. What is the best thin for me to do to get this fixed?"
"wrong amount of cash received,Why did the ATM give me less money than what I requested?"
"wrong amount of cash received,I did not receive the right amount of cash."
"wrong amount of cash received,How can we correct a mistake on an ATM transaction?  The app shows what I should have gotten."
"wrong amount of cash received,Why did I not get the amount I specified at the ATM?"
"wrong amount of cash received,The ATM didn't give me what I asked for but my balance says it did"
"wrong amount of cash received,I got less cash than what I specified for through the ATM."
"wrong amount of cash received,What happened! I asked for 30 pounds at your ATM and only go 10. The machine lied about it too. It said I received the full 30 pounds. Someone better help me asap on this."
"wrong amount of cash received,A wrong amount of cash we sent to me."
"wrong amount of cash received,I took out money, and didn't get all of it."
"wrong amount of cash received,How can I get cash back? The ATM just gave me the wrong amount that I've been actually charged though..."
"wrong amount of cash received,Please help me with the amount that i have withdrawn from the ATM today, the ATM has given me wrong sum of amount, and i could see that the app is displaying the greater amount than taken out."
"wrong amount of cash received,I withdrew $100 but only received $20"
"wrong amount of cash received,I requested money from the ATM and it didn't give me as much as I requested."
"wrong amount of cash received,Hey I am standing in front of an ATM here, it only gave me 10 pounds even though I wanted to withdraw 30! Seems like the app has 30 pounds, what do I do??"
"wrong amount of cash received,$20 came out instead of $100"
"wrong amount of cash received,How can I fix this? The ATM gave me more cash than I'd asked for."
"wrong amount of cash received,I could not get the cash I wanted"
"wrong amount of cash received,I wanted to take out $100 but I only got $20."
"wrong amount of cash received,Help, the ATM didn't give me all the money I requested"
"wrong amount of cash received,The cash I asked for still hasn't been received"
"wrong amount of cash received,I wanted $100 but only got $20"
"wrong amount of cash received,The ATM didn't give me the amount I asked for"
"wrong amount of cash received,Where'd the rest of my cash go from the ATM"
"wrong amount of cash received,I got less cash at the ATM than I asked for. Why?"
"wrong amount of cash received,There was a limited amount of money available at the time of my transaction."
"wrong amount of cash received,My cash withdrawal was not entirely complete"
"wrong amount of cash received,The atm didn'y give me all the cash"
"wrong amount of cash received,The ATM is messed up. It gave me less than I wanted."
"wrong amount of cash received,I received the wrong amount of cash from the ATM. Can you help?"
"wrong amount of cash received,ATM only gave me $20 instead of $100"
"wrong amount of cash received,I was only given $20 when I tried to get $100"
"wrong amount of cash received,I needed $100 but all it gave me was $20."
"wrong amount of cash received,I tried pulling out money at the ATM and it gave me an incorrect amount back."
"wrong amount of cash received,Why did I only get $20 when I asked for $100?"
"wrong amount of cash received,The amount of cash i have received is not correct."
"wrong amount of cash received,How can I get my money that I didn't get from the ATM?"
"wrong amount of cash received,Hi, Today i have withdrawn cash from ATM but i got wrong amount and in the app it is showing much more amount than that."
"wrong amount of cash received,I didn't get all the money I asked for"
"wrong amount of cash received,The ATM did not give me as much cash as I requested."
"wrong amount of cash received,How can I request cash back? The ATM just gave me a different amount than what I've been actually charged though..."
"wrong amount of cash received,Why is my withdrawal wrong? I took out $100 but only received $20."
"wrong amount of cash received,I asked for cash but I did not receive all the funds"
"wrong amount of cash received,The ATM I'm standing in front of only gave me 10 pounds rather than the 30 pounds I wanted. The app shows I took out 30 pounds also. What do I need to do to fix this?"
"wrong amount of cash received,I only got some of the cash I requested from the ATM"
"wrong amount of cash received,I am at the ATM and tried to withdraw 30 pounds and it only gave me 10 pounds, what do I do?"
"wrong amount of cash received,I got the incorrect amount of money given to me from my account"
"wrong amount of cash received,I did not receive the correct amount of cash."
"wrong amount of cash received,I did not receive all of my cash back"
"wrong amount of cash received,I got some cash but it wasn't the right amount."
"wrong amount of cash received,Can you explain why the ATM is giving me less money than what I asked for?"
"wrong amount of cash received,I tried to withdraw 50 pounds but it only gave me 30. Where is the rest of my money?"
"wrong amount of cash received,I visited the ATM but got less money than what I requested. Why?"
"wrong amount of cash received,I couldn't get the money I needed."
"wrong amount of cash received,Who should I contact if the amount of my withdrawal doesn't correspond to the amount that I tried to take out of my account?"
"wrong amount of cash received,I made an ATM withdraw it didn't give me the amount I asked for but is showing a withdraw for that amount."
"wrong amount of cash received,So I just went to the ATM to get some cash.  I input that I needed 100 pounds but I only got 80.  I have the receipt  and I am in need of the extra money.  How do I go about obtaining the missing amount?"
"wrong amount of cash received,The amount of money I pushed at the atm machine did not come out of the machine."
"wrong amount of cash received,I got less than what i asked for in the ATM, why?"
"wrong amount of cash received,I'm stuck here at your broken ATM and I don't know what to do next. Asked for 30 pounds, got 10. ATM said I got 30. Something very wrong here and I want my money now!"
"wrong amount of cash received,The machine only paid me a hundred when I wanted 20"
"card payment fee charged,There was a fee charged when I paid with my card."
"card payment fee charged,I received a fee I should not have."
"card payment fee charged,Why am I being a charged for using my card?"
"card payment fee charged,Tell me why there is a fee for a card payment."
"card payment fee charged,I don't understand why I'm being charged for using my card."
"card payment fee charged,I paid with my card so so why was I charged a transaction fee?"
"card payment fee charged,I shouldn't have been charged but I see a fee, why?"
"card payment fee charged,i made a payment with my card and was charged a fee, why would you do that"
"card payment fee charged,A fee came along with me paying with card"
"card payment fee charged,I had to pay a fee when buying items with my card."
"card payment fee charged,Why is there a fee when I thought there would be no fees?"
"card payment fee charged,Why are there fees for using a card?"
"card payment fee charged,I had to pay money for paying with my card."
"card payment fee charged,I'm going on holiday to France for 6 weeks with my family and the cat, Fluffy.  I just purchased €10,000 from a currency exchange to ensure we don't run short but there appears to be a fee.  What is this for?"
"card payment fee charged,What are the reasons to be charged a fee on card payments?"
"card payment fee charged,I paid with card and was charged a fee that shouldn't be there!"
"card payment fee charged,Why was I charged an extra fee when paying with card?"
"card payment fee charged,I noticed a new fee on my account. I didn't know there were fees for these payments. What is the policy?"
"card payment fee charged,I don't understand why I was charged an additional fee for this service. Can you clarify?"
"card payment fee charged,Why is there a fee for using my card?"
"card payment fee charged,Why was my transaction charged an extra fee when paying with my card?"
"card payment fee charged,Where can I find out the fee structure for my account? I have been charged fees for some transactions, but not for other ones. I can't find a pattern in these fees."
"card payment fee charged,On a card payment, why is there a fee?"
"card payment fee charged,Why did I get charged a fee for my card payment?"
"card payment fee charged,Why are you charging me fees for using my card?"
"card payment fee charged,What is the extra fee that showed up on my card?"
"card payment fee charged,Why was I charged a fee for using my card"
"card payment fee charged,Let me know when I get charged extra for payments. I saw on the app a fee I wasn't forewarned about."
"card payment fee charged,I was charged a fee for using my card. Can I check that in any way? It seems like there are occasions that I am charge for fees. Can you elaborate this?"
"card payment fee charged,I got charged a service fee on my account. Can it be waived since I didn't know about it before?"
"card payment fee charged,I think a fee was applied for paying with a card."
"card payment fee charged,I'm being charged for using my card!"
"card payment fee charged,I bought something with my card and I was charged a fee"
"card payment fee charged,I received an extra charge for using the card. Why?"
"card payment fee charged,Can you explain why my payment was charged a fee?"
"card payment fee charged,Is there a fee for paying by card?"
"card payment fee charged,Who charged me a fee for paying by card?"
"card payment fee charged,I have a fee showing from last time I used my card."
"card payment fee charged,Why is this fee being charged to me after using my card?"
"card payment fee charged,Why wasn't it obvious that you charge for payments? If you put the fees in an easy to read format, this could have been avoided."
"card payment fee charged,Why am I being charged fees on some transactions but not on others? What am I missing here? I cannot find where to see the fee structure on my account. Help!"
"card payment fee charged,I payed with the card and there was an extra fee?"
"card payment fee charged,Is it normal to be charged an extra fee when paying with my card?"
"card payment fee charged,Why was there a fee for paying by card?"
"card payment fee charged,How did the extra charge on my card come in effect?"
"card payment fee charged,Please tell me why I was charged additionally when I used the card."
"card payment fee charged,I made a purchase with my card and I was charged a fee for using it"
"card payment fee charged,I was made to pay a fee for making a transaction with card."
"card payment fee charged,Why, when paying with the card, was I charged an extra fee?"
"card payment fee charged,I have never been charged a card payment fee before. Why did this change?"
"card payment fee charged,What can i pay with out  fees"
"card payment fee charged,Why and I being charged this fee?"
"card payment fee charged,Why was I charged a fee? I thought shopping was free?"
"card payment fee charged,There was an extra charge when I used my card"
"card payment fee charged,What is this fee for card payment?"
"card payment fee charged,I saw a fee on my app from one of my payments and I wasn't sure where it came from. Is there a way you can tell me when there's an additional fee for my payments?"
"card payment fee charged,Why was I charged for payments? You didn't warn me about additional fees."
"card payment fee charged,i have used my card online before and wasn't charged, why am i charged now"
"card payment fee charged,I paid with my card and got charged an extra fee, what's up with that?"
"card payment fee charged,I used my card and there was a fee"
"card payment fee charged,I am tired of getting charged fees, and I have no idea why, please let me know what/when you charge fees for."
"card payment fee charged,Why am I getting a fee on a card payment?"
"card payment fee charged,Hi, I am new to this. Are there any additional fees or charges that I should be aware of? I was looking through the app and I thought I saw something in regards to fee-free allowances."
"card payment fee charged,I noticed that i got charged extra for using the card."
"card payment fee charged,I paid with a card and there is an extra charge. Why?"
"card payment fee charged,Can you explain why I am now getting charged a fee for using my card?"
"card payment fee charged,There are multiple instances where you added a fee to the payment, as well as some where you didn't. Do you have an outline of when a fee will be added?"
"card payment fee charged,I have been charged a fee that I didn't know about. Why have you charged me extra for card payments?"
"card payment fee charged,I got a fee when paying with my card"
"card payment fee charged,why is there a fee for a payment on my card?"
"card payment fee charged,When using my card I was charged a fee for doing so, why?"
"card payment fee charged,What was I charged a fee for card payment?"
"card payment fee charged,What is this extra fee?"
"card payment fee charged,Why did I have to pay extra because I paid with my card?"
"card payment fee charged,I want to see what this fee is on my card payment."
"card payment fee charged,Let me know when you charge extra for payments please. I just checked the app earlier when I saw that there was an additional fee on one of the payments that I wasn't warned about before."
"card payment fee charged,how do i avoid charges in the future"
"card payment fee charged,An extra fee has been added to my card payment is this correct?"
"card payment fee charged,Why was there an extra charge because I used my card to pay?"
"card payment fee charged,Why do I have to pay extra for using my card?"
"card payment fee charged,Unbeknownst to me, there was an additional charge on my prior transaction. A notification of sorts should be required and explained before future payments are made."
"card payment fee charged,I paid with my card and was charged extra"
"card payment fee charged,My account was charged a fee. When did you start charging extra for card payments?"
"card payment fee charged,Explain the extra fee on my card when paying."
"card payment fee charged,I was charged and shouldn't have been charged when using my card!"
"card payment fee charged,I have a fee and I don't know why"
"card payment fee charged,I was mistakenly charged a fee for using my card."
"card payment fee charged,tell me why I was charged more with my card?"
"card payment fee charged,My card is showing a fee from when I used it, but I thought this card was supposed to be fee free?"
"card payment fee charged,There was an extra fee when I paid with the card."
"card payment fee charged,I think I was wrongly charged in a recent transaction when I used my card."
"card payment fee charged,I have been charged a fee, I didn't know about this fee before! When do you charge extra for card payments?"
"card payment fee charged,I was spending cash with my card and got a fee."
"card payment fee charged,What are these fees i am paying?"
"card payment fee charged,Why have I been charged a fee for card payment?"
"card payment fee charged,How come I was charged an extra fee when paying with the card?"
"card payment fee charged,Why is there a charged fee for debit or credit card payment?"
"card payment fee charged,Am I getting charged for making a payment?"
"card payment fee charged,Why do some of my payments have fees?  I don't understand."
"card payment fee charged,Why did I have to pay an additional amount when using my card to pay?"
"card payment fee charged,I paid with my card and I was charged a fee"
"card payment fee charged,There was a charge applied when I used my card."
"card payment fee charged,I was charged a hidden fee when I paid with card."
"card payment fee charged,Why does it cost more to pay with my card?"
"card payment fee charged,Is there a place to check for fee for payments? I feel like I'm getting charged too much at times."
"card payment fee charged,I need to be made aware when I am being charged an extra amount for payments please. I looked over the app earlier and noticed an additional feel related to one of the payments. I was not warned about this before."
"card payment fee charged,Why was I charged extra when paying with card?"
"card payment fee charged,Why am I charged a fee when using my debit or credit card?"
"card payment fee charged,I am getting charged fees on some payments.  Please help me understand, where are these fees disclosed?"
"card payment fee charged,Why was the price higher when I paid with my card?"
"card payment fee charged,I just made an order and noticed an extra fee. Why have you charged me this without informing me?"
"card payment fee charged,I didn't know I was going to get charged to use my card."
"card payment fee charged,I have been charged an extra fee when buying from your store. Why is this?"
"card payment fee charged,What is this extra fee that I got when I used my card to pay?"
"card payment fee charged,Was I charged extra for using my card?"
"card payment fee charged,Let me know when applying extra charges for payments. I just checked the app and saw a fee that I wasn't warned about."
"card payment fee charged,Why was I charged an additional fee when paying with card?"
"card payment fee charged,Why did I get charged extra?"
"card payment fee charged,I paid with card and I was charged a fee"
"card payment fee charged,I made a purchase but never expected to see a fee charged for the transaction."
"card payment fee charged,I was charged for using my card?"
"card payment fee charged,My card was charged more than expected."
"card payment fee charged,Where can I check to see if there will be a fee added to my payment? Are there specific instances that will result in a fee added?"
"card payment fee charged,Why have i been charged a fee for using my card?"
"card payment fee charged,Why was I charged extra using my card?"
"card payment fee charged,How was I charged extra when I used my card to pay?"
"card payment fee charged,When do i get charged a fee for using the card?"
"card payment fee charged,I see I was charged extra when I used the card.  I am not sure why, please tell me why."
"card payment fee charged,Why was I charged a fee for my card payment?"
"card payment fee charged,Why was I charged an extra fee when using the card?"
"card payment fee charged,Let me know when you charge for payments. I just checked the app and saw a fee that I wasn't warned about."
"card payment fee charged,What is the charge for paying with my card?"
"card payment fee charged,I paid with my card and ended up being charged a fee."
"card payment fee charged,Why is there a fee on a card payment?"
"card payment fee charged,I was unaware of the additional charge that was added onto my previous payment. A notification of extra charges would be appreciated in the future."
"card payment fee charged,I don't think I should have been charged a fee to use my card."
"card payment fee charged,A fee that shouldn't be there is there after using my card!"
"card payment fee charged,How do I see what fees I am supposed to be charged on my account? I've noticed fees on some transactions, but not on others. This is very confusing and I cannot find a pattern to what I am being charged?"
"card payment fee charged,Why am I getting charged more for using my card?"
"card payment fee charged,I see a fee that I think was charged because I paid by card."
"card payment fee charged,What are the fees imposed when I make a transaction?"
"card payment fee charged,What was the extra charge for using my card?"
"card payment fee charged,Why was a fee added to my bill when I used my card?"
"card payment fee charged,Please tell my why I was charged a fee for using my card?"
"card payment fee charged,How can I check how much free spending I have left? I have some big purchases coming up and want to know where I can look for any info."
"card payment fee charged,I was charged a fee when buying stuff with my card."
"card payment fee charged,I was charged an additional amount of money for making a purchase with my card"
"card payment fee charged,What is the fee charged for using my card?"
"card payment fee charged,I just saw a fee on my account. When do these get charged?"
"card payment fee charged,Is it normal to get charged extra when i use my card?"
"card payment fee charged,This fee shouldn't be there after I paid with a card."
"card payment fee charged,Why am I charged an extra fee on my card?"
"card payment fee charged,Why did I get charged more for using my card?"
"card payment fee charged,I recently bought an item using my card and I was charged an extra fee why is this?"
"card payment fee charged,I am angry that I got charged for using my card."
"card payment fee charged,I wanted to know why i got an additional fee when i use my card."
"card payment fee charged,Is there a fee for making a payment? If so, let me know why."
"card payment fee charged,Please tell me why I would have to pay a fee for a recent payment. Thanks."
"card payment fee charged,Why was I charged a fee for debit or credit card payment?"
"card payment fee charged,Why was an extra charge added when I used my card?"
"card payment fee charged,Why have I been charged a small fee to use my card?"
"card payment fee charged,I was charged an extra fee for a card payment. I was unaware of these fees beforehand."
"card payment fee charged,Why is there a fee associated with card use?"
"card payment fee charged,What is this fee showing up in my account for?"
"card payment fee charged,I got charged for with a fee for paying with my card."
"card payment fee charged,Why am I being charged a fee on a card payment?"
"card payment fee charged,Is there a  way to  get around fees"
"card payment fee charged,I noticed an extra fee when I paid with my card."
"card payment fee charged,You advertise no fee when paying with a card then my statement shows a fee."
"card payment fee charged,There was an extra fee when I paid with my card, why was i charged this extra fee?"
"card payment fee charged,Why was there an additional fee on the payment I just made? I don't usually have additional fees applied to my payments."
"card payment fee charged,what is this extra charge with my purchase?"
"card payment fee charged,Hello! I randomly got charged an extra fee today as i was shopping online and i have no idea why! Are there extra fees for card payments? Or am i missing something here?"
"card payment fee charged,Please explain the extra fee when I paid with the card."
"card payment fee charged,When do you charge fees on accounts? I just saw a charge on my statement."
"card payment fee charged,After I used my card I saw I was charged a fee for using it"
"card payment fee charged,Is there an allowance on cards?"
"card payment fee charged,Why am I being charged a hidden fee?"
"card payment fee charged,Can you explain why I was charged extra when I used the card?"
"card payment fee charged,Why did I get charged a fee on my card?"
"card payment fee charged,Do you have charges now when you pay with a card?"
"card payment fee charged,What is the extra fee that was added when I used the card?"
"card payment fee charged,Why am I charged a fee for using my card on some purchases?"
"card payment fee charged,Why am I being charged a fee for using my card? If there is some print out of places that charge me can you please send me that?"
"card payment fee charged,How can I tell if there will be a fee added to my payment or not?"
"card payment fee charged,You promised no fees but now I've got one. What the hell!?"
"card payment fee charged,How do I know which payments I make will have additional fees? Where can I find this information online?"
"balance not updated after cheque or cash deposit,Why is my last cheque deposit taking so long?"
"balance not updated after cheque or cash deposit,I am still waiting for a the cash I deposited this morning"
"balance not updated after cheque or cash deposit,I tried using a check to update my balance, but it isn't work? Is something wrong?"
"balance not updated after cheque or cash deposit,I deposited cash but it isn't showing up in my account"
"balance not updated after cheque or cash deposit,I put some cash into my account but it's not displaying that on my balance."
"balance not updated after cheque or cash deposit,Why hasn't my cash been deposited yet?"
"balance not updated after cheque or cash deposit,Hi, I want to inquire about my balance. Some cash was deposited and it hasn't updated yet."
"balance not updated after cheque or cash deposit,I deposited a check yesterday and im not seeing it posted yet in my account. why is that? can you look into it?"
"balance not updated after cheque or cash deposit,I made a deposit a couple of days back it's, as of yet, not gone in! It would be ideal if you assist me with this"
"balance not updated after cheque or cash deposit,The cheque I sent a few days ago has not been deposited yet, what is the hold up?"
"balance not updated after cheque or cash deposit,cash and check deposit has not gone thru"
"balance not updated after cheque or cash deposit,my balance has not changed, despite depositing a cheque"
"balance not updated after cheque or cash deposit,Why did my cash deposit not show up?"
"balance not updated after cheque or cash deposit,Why is my money not in my account. I have already sent it out."
"balance not updated after cheque or cash deposit,I placed a cash deposit in my account but I can't see it yet."
"balance not updated after cheque or cash deposit,I'm not seeing my cash deposit showing up in my account."
"balance not updated after cheque or cash deposit,Last week I put a cash deposit into my account and it is still isn't there."
"balance not updated after cheque or cash deposit,I checked the app and my balance has not been updated for the cash or cheque deposit."
"balance not updated after cheque or cash deposit,I put some money in my account the other day and it's not gone in yet, can you help with this?"
"balance not updated after cheque or cash deposit,I did a cash deposit to my account but it doesn't show up"
"balance not updated after cheque or cash deposit,I can't see my cash deposit in my account."
"balance not updated after cheque or cash deposit,I deposited money in the form of a cheque, but my balance has not increased."
"balance not updated after cheque or cash deposit,Where is the cash deposit I made?"
"balance not updated after cheque or cash deposit,I can't figure out why I haven't gotten my cash, when I already put the check in the bank."
"balance not updated after cheque or cash deposit,Why is my deposit still pending?"
"balance not updated after cheque or cash deposit,I made a cash deposit and the balance wasn't updated."
"balance not updated after cheque or cash deposit,I did a cash deposit to my account but my balance is still the same. What happened?"
"balance not updated after cheque or cash deposit,I just deposited cash to my account and can't find it!"
"balance not updated after cheque or cash deposit,Online banking is not showing my cheque or cash deposit so the balance is incorrect."
"balance not updated after cheque or cash deposit,i need help. I updated my balance with a check yesterday and Im not seeing it. Can you look at my account to see what went wrong?"
"balance not updated after cheque or cash deposit,When will my cheque be processed?"
"balance not updated after cheque or cash deposit,What happens if I deposit a cheque accidentally?"
"balance not updated after cheque or cash deposit,Why isn't my cheque deposit showing on my account?  I though it would be faster and would like to to look into it and help."
"balance not updated after cheque or cash deposit,When will my deposit from this morning show up?"
"balance not updated after cheque or cash deposit,I tried updating my balance by cheque yesterday but it doesn't seem to be working. Shouldn't that be faster? Please check my account something has gone wrong there."
"balance not updated after cheque or cash deposit,Where is my missing cheque I deposited?"
"balance not updated after cheque or cash deposit,My balance doesn't show my deposit."
